komentar,rating
"Udah bagus sih updatenya, cuman masih ad chet VIP nya, dan kalau kita pangkat rendah dapat lawan lebih tinggi dari pangkat kita padahal kita baru main dapat lawan susah",4
Musuhnya terlalu susah susah padahal blom lama maen udah di kasih musuh pro player ga sesuai sama player baru maen juga jaringan sering merah Mulu padahal jaringan bagus trs buat buka apa aja masih lancar lancar aja tapi pass maen jaringan merah trs,1
"Saya main game ini sudah 7thn lbih,,tp sya sngt kecewa,,smkin abgreb,,hp ku smkin GK kuat main game ini,tolong lh min,,kami hp ram 4, dn ram 8 kebawah,susah kali main nya,kbnyakan data2, sehingga ram kami tidak cukup,apa lh, kami dharuskan brmain game ini,dgn hp yg mahal,,atau tab,? Jadi tlong lh min, atas pengertiannya,,kami hnya bisa bermain hp yg kentang aja, sebab yg mahal kami tidak mampu🙏",5
"Saran agar pengalaman bermain lebih baik, mungkin bisa di tambahin fitur bost jaringan, jadi menggunakan wifi + data. Biar ping tetep stabi.",4
Kenapa ya kadang lagi main itu loading itu lama sekali ya kadang keluar sendiri jadi mohon sarannya di perbaiki dulu koneksinya atau gejalanya biar main ngk loading lama dan ngk keluar sendiri,1
"Wahai developer mata duitan, apa yang saya haruskan terkait kontrol tombol saya yang selalu berubah sendiri. Tolong balas, dasar mata duitan. Matchmaking terlalu lama, akibat jadi game kikir, player ninggalin lu pada",1
"Saya sangat Suka Bermain Game ini, jika aku bosan,mager,PUBG lah Solusinya. PUBG adalah penghibur yg berguna,ya walaupun Ada masalah saat bermain game PUBG mobile salah satunya yaitu Pas baru main tiba tiba Ngelag Frame,HP Mudah Panas Padahal Grafik Sama FPS nya aku udh turunin tetapi tetap ngelag,kalo fps nya itu juga masalah tetapi tidak apa apa,semoga Krafton Membetulkan Masalah ini,good job buat developer👍👍👍👍♥️ Krafton Jaya👍💪",5
"kenapa setelah makin kesini makin gajelas ni game kebanyakan update skin, kenapa tidak di benahi dulu performa game nya banyak yang pensi main game ini di karenakan game ini berat, fps naik turun tidak bisa stabil di 60 fps tolong di perbaiki lagi gamenya terutama di segi performa agar player"" bisa merasakan pengalaman bermain yang halus dan tidak ada frame drop, karena berpengaruh dalam game",1
"Ini kenapa sudah download, pas masuk mau unduh pack abis tu Kata nya kosongkan penyimpanan anda, Apalah Padahal sebelumnya bisa jak tapi kenapa sekarang ndak bisa, HP Saya vivo, sebelumnya bisa sudah paling Loww saya unduh tu tapi kenapa ( penyimpanan anda penuh kosong kan ruang penyimpana anda ) Padahal sudah Banyak penyimpana Saya yang kosong sampai Saya hapus beberapa aplikasi Saya Tolong diperbaiki agar Saya dapat bermain lagi kembali,udah kangen main PUBG MOBILE LAGI TOLONG DIPERBAIKI YAAAA",1
"Ini keluh kesah gua tentang sistem kenaikan rank di pubg, game ini harus lebih banyak tau perjuangan playernya, kill gua udh dapet banyak cmn dikasih 8 poin tapi pas gua mati tanpa kill org sedikitpun malah dikurangin poin nya lebih dari 30 poin gila ya lu? Heran dah gua sama sistem di game ini",1
Aku suka pubg karena realistis (jika hp ku tidak kentang pasti hd 🙃) dan banyak event menarik yang saya suka dari pubg aku main pubg sudah gtw tahun eem kalo gk salah pubg itu sangat berharga bagi ku aku sayang pubg 🗿tapi kadang ada bug yg lumayan ngeselin banget tapi gw maklumin lah gpp dan aku juga mau bilang bisa gak pas match jangan lawannya org kaya atau 120 fps itu susah banget lawan nya aku hampir trauma but gpp mungkin dikasi pelajaran sekarang tq dev pubg sudah membuat gamenya yah,5
"tolong lahh servernya dibenerin, pas start masuk match selalu kepental ke lobby gara"" jaringan lah terputus ini itu, padahal sinyal aman aja anj sering banget kaya gini, jadi males maen lama"" kebanyakan event skin baru tapi server selalu banyak BUG SAMA EROR ANEHHH KOCAKKKKKKKK semua temen pada ngalamin hal sama kaya gini",3
"sebenernya sih sudah hampir mendekati sempurna,cuman terkadang frame drop nya gak ngotak,dari 120 bisa drop ke 40 gatau dari server atau device tapi ya over all its good",5
Game nya bagus gak kaya ep ep buriqq mending main ini daripada main ep ep mata cepat buta kalau main ep ep soalnya buriq kalau pabji ya bagus grafik nya aku suka dan bisa HDR Extreme bisa 120fps joss lah,5
Min tolong hadirin.. supaya item rumah bisa di jual dijadikan koin rumah.. supaya item nya tidak numpuk dan bisa beli item yang baru yang diinginkan..dan koin yang di dapat saat jual item sesuai harga item tersebut saat di jual.. terimakasih min.. semoga bulan Januari ini di perbarui..🙏,3
"Ukuran file yang harus di download 1,1GB dan storage saya masih 6 GB tapi saat ingin mendownload file dasar tidak bisa karena ""full storage"".. ngelawak gak gitu gitu amat gak sih coy, ampas banget",1
Kecewa sekali maen game ini... Beda sama Game MobilLegend... Game pubg ini sangat memerlukan sinyal yang kuat utk maen sehingga tidak mudah buat semua org yg mengalami kesusahan jaringan,1
"Tolong di benerin , masa saya nembak musuh di atas mamoth malah mamot nya yang kena hit bukan musuh yang naik.. ping 12ms Divice Ipad masa iya gara gara LAG? Radius mamoth terlalu tinggi jadi peluru yang harusnya kena musuh malah kena mamoth!!",5
"Tolong developer perbaiki bug ini, saya setiap mau login pubg, selalu mendownload resuorce, itu membuat saya merasa tidak nyaman bermain pubg dan itu membuat kuota internet saya cepat habis tolong ditanggapi developer 🙏",1
Saya sangat kecewa ternyata grafik HD tidak bisa di terapkan pada hp android Mohon di perbaiki saya sangat ingin bermain dengan grafik ya HD TOLONG!!!!!!!,2
"Game payah, mencari laga solo di setiap map susah, nunggu sampai 5 menit masih belum dapat laga, 👎 Update, sudah coba main lagi. Map random. Masih saja nunggu lama buat nemu match. Sepi",1
"Bukanya makin bagus mlh semakin banyak bug, pengaturan download otomatis udah saya nonaktifkan masih aja download otomatis, di pengaturan unduhan paket grafis nggak bisa dihapus, di pengaturan pengunduhan ikon hd nggak bisa dihapus, hapus aja lh mode membuat rumah nggak berguna",3
Pubg anying lah udah game rusak udah gak jelas gak ada asik engga kayak dulu lagi tolong lah kembali in ke sisen 13 enam tu HP ram 4 gak ada lag nya ini entah minta HP ram berapa setiap mau war 1 vs 1 tiba² lag trs keluar sendiri pubg gak ada asik nya lagi tot udah gak jelas banget aku udah mulai kecewa sama game pubg sekarang aku ikut tin dari sisen 9 sampek sekarang eh malah ngecewain pantas saja player old pada pensiun emang kraton gak ngotak😡😡🤬 mending Tencent aja yg megang game pubg ini.,1
"Minus senjata banget, alhasil mati konyol baru turun, rumah gede tapi senjata cuman 1 itu pun shot gun wkwkwk random bet ini game perang apa game nglonco cuyyy. Edit (itu sudah di area melimpah njir, ktemu bot skarang knock end langsung apa ga keselll coba, kalah sama bot doang lucu co wkkww. Ga kek dulu pubg skarang)",2
Tolong perbaiki sistem gemplay gem dan layar utama sebelum memulai gen suka ngeleg dan semacam nyah tapi sinyal bagus bagus aja dah ap gem yg ngeleg dah Dan juga kan ada kd berapa demeg brp laga di mainkan berapa atau yg lain nyh tapi itu sy msh nol gitu gem nya gimana ini 🤷 apakah ada hal yg janggal ?,3
"Pubg makin hari makin gabisa dipercaya,makin banyak bug nya,masak jaringan ilang bentar,langsung gabisa masuk pertempuran lagi aneh.",1
"makin apdet ko masih banyak bug, kadang kalo awal mulai masih biasa tapi pas udah let gem suka ferm derop yang bikin jengkel , tolong lah di perbaiki untuk android biar lancar sat bermain 😤",2
"Gua login pake HP infinik not 30 ga bisa langsung keluar sndri knpa yaa. Maaf sebelumnya ini saya udah donlod lagi masih saja ngga bisa login, Sebelumnya dah instal lalu ku hapus karna ga bisa login tolong gimna caranya,🙏🙏",2
"Tolong masalah sinyal bisa dioptimalkan lagi, saat login sinyal selalu oren/merah tapi kalau buka aplikasi lain lancar² aja",1
Gw gatau mau bilang apa pokok nya gw suka banget kalo performa yaa.... Tergantung chipset sih itu aja kalo soal bug itu semua game pasti ada PUBG the best semoga makin sukses,5
"Tolong Perbakin sistemnya Masa iya kita lempar molotov ke musuh. Temen sendiri yg datang ke apinya malah credit score kita yg di kurangin PAOK pubg, seharusnya ada pertimbangan terlebih dahulu sebelum ngurangin",1
"Tolong perbaiki lag nya, parah banget masa main patah2 padahal ram oke memori oke hape ga panas. Aneh banget!",1
Untuk pengalaman bermain ok. .kalok masalah gerapik tergantung dari hp aja sih menurut saya...hanya ada satu masalah nya ini ..tolong dong pihak pubg kasih lah kita scin M146 glacier nya ..setiap kita spin gak d kasih2 .,1
"Game babi, jaringan selalu nga stabil...lama2 pubg makin burik aja...banyakin lagi ya skin² baru biar makin berat game ini dan peminat juga makin berkurang....makasi 7 tahun nya...apk sampah emang harus di musnahkan dan di uninstal",1
Update makin parah masih platinum aja ketemu munsuhnya pro player semua yg udah dominator ke atas Mana bug banyak bgt lgi Gw dh pakai hp spek game samsung s24ultra tapi saat in game tiba2 ngefreze trus gamenya keluar sendiri Gw pakai hp lain juga sama winner 1 kali next game pasti ngebug lagi😓,2
"Game nya udah bagus, tapi ada masalah pas login ke mact nya, yaitu suka kembali ke lobby lagi, padahal teman satu tim udah di dalam mact, tolong perbaiki lagi",3
"DISCLAIMER ini bukan 3 BINTANG. Terlihat 3 star tapi aslinya 2 setengah aja. Karena PUBG SEPI PEMINAT GARA2 YAH. DERITA PLAYER😭 SARAN DARI PLAYER PRO NGAK NOOB JUGA NGAK BUAT YANG TERHORMAT [ Level Infinite ] Bug tidak terlalu masalah asal rutin difix aja aman. Tapi, kalau mau cari cuan tuh yah, ada namanya langkah efisien. Jangan maksa event yang buat para pemain muak. Contoh efisien yang ngak efisien nih MAP Livik tentunya. Last but not least; cuan itu ""KUALITAS bukanya Kuantitas""",3
Game nya bagus tapi jaringan tolong di kondisikan ya Soalnya gamenya pun udh berat mana pas turun nge frame + jaringan selalu tidak stabil padahal prangkat sudah memadai,3
pengembang harus memperhatikan player dengan seimbang dan tidak melakukan update secara berlebihan karna kalau game semakin ringan otomatis rating semakin naik karna banyak player yang mengeluh karna ukuran yang semakin berat,5
Sebenarnya suka sama ini game cuma tambah lama tambah berat.setiap ketemu musuh pasti langsung frame.saran ringanin lagi gamenya biar hp Kentang bisa nyaman mainya,5
Baru pertama download.udah kecewa.dari awal login Sampai hampir 15 menit belum juga bisa dimainkan karena entah lagi loading apa itu.padahal sinyal dan kuota aman.sementara bintang satu dulu ya 😁,1
"Gua main ni game,dari 2018 sampai sekarang,yaa masalahnya cuma semakin berat aja game nya,sekarang main nya enggak di even aja pas ketemu musuh lagi naik mobil juga ngelag,padahal udah hp IP 13🙂🙂",2
"Bintang 3 dulu , Obb service itu apaan min, ko lama banget y, udah gitu ngga ada kolom penunjuk berapa persen nya yg sudah ter download, jadi nya biar tau kapan selesai nya??",3
"sering mengalami bug tidak bisa loncat,membuat pengalaman bermain menjadi buruk. Tolong min diperbaiki bugnya",1
Makin payah aja pubg skarang. Karakter cacat. Sering lag.kluar tiba2. Server tidak merespon. Banyak macamnya... Smakin update bukan nya smakin bagus.. tapi smakin payah..,2
Bagus banget gama ini ada hewan nya juga gaya jalan sambil jongkok udah bagus banget😁👍👍buruan di instal sekarang.ohya ada event baru juga tapi gw ga ada duit untuk top up PUBG dahlah.tapi ga papa gw ga top up yaaa intinya gama ini bagus lah.dan juga bisa nemenin untuk ngabuburit sama temen Buruan di instal gama PUBG ini di jamin ketagihan mantap 👍,5
Tolong dong perhatikan sistem dalam gamenya terlalu banyak cheather yang bisa masuk dalam game🙏 aku main selama 4 jam nambahnya cuman 10 doang di rank ace sisanya minus karena chatter yang ada di awal game,4
"Ancor kali lah memang pubg ini ya , aku udh lama gak main pubg lagi, ehh sekali kepingin main ku download pubg ini tiba tiba iklan terus 5 detik sekali iklan, palak aku ku apus lagi pubg nya",1
"semuanya sih udah bagus ya untuk game ini dari kulalitas udah sangat bagus, event yang menarik juga dan saya hanya ingin ketika battel popularitas baik individu, kelomok maupun di rumah bisa di sesuaikan dan saya hanya ingin menyoroti di battel rumah karna saya banyak tertipu di chat lokal untuk barter popularitas rumah, saya hanya ingin untuk battel popularitas rumah juga dibuatkan barter yang dapat dilakukan langsung seperti battel yang individu dan kelompok itu biar adil biar tidak tertipu",4
Waw size nya sekarang bisa di atur dulu gw sempet Download terus gw hapus sekarang gw Download lagi karena size nya lebih hemat di penyimpanan Mantap tencent 👍👍👍👍 edit : kikir amat beli baju di reedem harus sepaket sama season pass,5
Gemnya bagus hanya kalau bisa di update jadi untuk skin rambut semuanya disetting tidak hilang skinya ketika masuk ke mobil jangan hanya skin rambut tertentu yang tidak hilang saat masuk ke mobil,3
game lucu.. maklum setingan.. pemain udah di latih masih kalah lari.. tendangan frekick tengah lapang kocak masa kiper gak bisa gerak.. hadeuhh....parah terus suka ketemu citer.. lagi main keluar sendiri,1
Game ini mau dimainkan setengah mati konfirmasi puzzlenya udah digeser sampai berkeringat tidak juga dapat kode emailnya. Parah kali ini game kukasih bintang 1 klau blm diperbaiki,1
framedrop tolong diperbaiki. framedrop di iqoo z9 ram 8/256 snapdragon 7gen3 mohon kerjasama agar bisa 90FPS!!! terimakasih!!!,4
"Bagus banget aku bisa menang pernah sih ngebug tapi cuman sekali sih tapi aku tetap suka sama game nya tapi aku sudah suscribe pubg mobile nama aku di pubg omecantik oke, aku punya channel nama nya omecute jadi di suscribe ya,aku paling suka kalo ada peta baru jadi bikin peta baru lagi ya,😊❤️🇮🇩indonesia",5
"rank squad ace master gaenak, dapat tim gblk smua, musuh muncul tiba² tanpa ada step. dan tolong juga bug kendaraan di perbaiki, tidak nabrak apa apa tiba² knock dengan keterangan nabrak",2
PUBG sekarang sudah gak kaya PUBG dulu.. yg sekarang lebih banyak gaya atau update. Jadi yg punya hp ram 3/4 GK bisa ikutan main & hilang sudah keseruan dalam main game PUBG skrg. Sayapun skrng beralih ke MOBILEGEND . thanks PUBG akan selalu aku kenang hiks hiks hiks,1
"Semoga di-update selanjutnya kapasitas memori nya tidak terlalu banyak agar yang HP-nya kentang masih bisa main, untuk match making tolong lah disesuaikan masak timpang banget level nya percuma dong survei nya.",3
"Kembalilan PUBG M seperti dulu yang ada siang,malam,hujan,dsb.. Tidak perlu event untuk update yang tidak perlu membuat Spesifikasi game jadi semkin berat. Kalau menciptakan permainan yang mendekati sempurna lebih baik untuk versi PC.",1
"Tolong developer hapus mode metro rolaye & mode rumah pubg atau buat lagi apk baru khusus, di server indo sepi peminat + cuma nambah""in ruang penyimpanan doang ...",4
